name,id,type
Construction Robot MK5,5d-construction-robot-05,item
Construction Robot MK6,5d-construction-robot-06,item
Construction Robot MK7,5d-construction-robot-07,item
Construction Robot MK8,5d-construction-robot-08,item
Construction Robot MK9,5d-construction-robot-09,item
Construction Robot MK10,5d-construction-robot-10,item
Roboport 1,roboport,item
Roboport MK2,5d-roboport-02,item
Roboport MK3,5d-roboport-03,item
Roboport MK4,5d-roboport-04,item
Roboport MK5,5d-roboport-05,item
Roboport MK6,5d-roboport-06,item
Roboport MK7,5d-roboport-07,item
Roboport MK8,5d-roboport-08,item
Roboport MK9,5d-roboport-09,item
Roboport MK10,5d-roboport-10,item
Robot Recaller Chest,5d-logistic-chest-botRecaller,item
Passive provider chest,logistic-chest-passive-provider,item
Buffer chest,logistic-chest-buffer,item
Requester chest,logistic-chest-requester,item
Storage chest,logistic-chest-storage,item
Active provider chest,logistic-chest-active-provider,item
Red wire,red-wire,item
Green wire,green-wire,item
Gold wire,5d-gold-wire,item
Aluminium wire,5d-aluminium-wire,item
Arithmetic combinator,arithmetic-combinator,item
Decider combinator,decider-combinator,item
Constant combinator,constant-combinator,item
Power switch,power-switch,item
Programmable speaker,programmable-speaker,item
Speed Module 1,speed-module,module
Speed Module 2,speed-module-2,module
Speed Module 3,speed-module-3,module
Speed module 4,5d-speed-module-04,module
Speed module 5,5d-speed-module-05,module
Speed module 6,5d-speed-module-06,module
Speed module 7,5d-speed-module-07,module
Speed module 8,5d-speed-module-08,module
Speed module 9,5d-speed-module-09,module
Speed module 10,5d-speed-module-10,module
Efficiency Module 1,effectivity-module,module
Efficiency Module 2,effectivity-module-2,module
Efficiency Module 3,effectivity-module-3,module
Efficiency module 4,5d-effectivity-module-04,module
Efficiency module 5,5d-effectivity-module-05,module
Efficiency module 6,5d-effectivity-module-06,module
Efficiency module 7,5d-effectivity-module-07,module
Efficiency module 8,5d-effectivity-module-08,module
Efficiency module 9,5d-effectivity-module-09,module
Efficiency module 10,5d-effectivity-module-10,module
Productivity Module 1,productivity-module,module
Productivity Module 2,productivity-module-2,module
Productivity Module 3,productivity-module-3,module
Productivity module 4,5d-productivity-module-04,module
Productivity module 5,5d-productivity-module-05,module
Productivity module 6,5d-productivity-module-06,module
Productivity module 7,5d-productivity-module-07,module
Productivity module 8,5d-productivity-module-08,module
Productivity module 9,5d-productivity-module-09,module
Productivity module 10,5d-productivity-module-10,module
Pollution module 1,5d-pollution-module-01,module
Pollution module 2,5d-pollution-module-02,module
Pollution module 3,5d-pollution-module-03,module
Pollution module 4,5d-pollution-module-04,module
Pollution module 5,5d-pollution-module-05,module
Pollution module 6,5d-pollution-module-06,module
Pollution module 7,5d-pollution-module-07,module
Pollution module 8,5d-pollution-module-08,module
Pollution module 9,5d-pollution-module-09,module
Pollution module 10,5d-pollution-module-10,module
Merged module 1,5d-merged-module-01,module
Merged module 2,5d-merged-module-02,module
Merged module 3,5d-merged-module-03,module
Merged module 4,5d-merged-module-04,module
Merged module 5,5d-merged-module-05,module
Merged module 6,5d-merged-module-06,module
Merged module 7,5d-merged-module-07,module
Merged module 8,5d-merged-module-08,module
Merged module 9,5d-merged-module-09,module
Merged module 10,5d-merged-module-10,module
Beacon,beacon,item
Beacon MK2,5d-beacon-02,item
Beacon MK3,5d-beacon-03,item
Beacon MK4,5d-beacon-04,item
Beacon MK5,5d-beacon-05,item
Beacon MK6,5d-beacon-06,item
Beacon MK7,5d-beacon-07,item
Beacon MK8,5d-beacon-08,item
Beacon MK9,5d-beacon-09,item
Beacon MK10,5d-beacon-10,item
Rail,rail,rail-planner
Train stop,train-stop,item
Rail signal,rail-signal,item
Rail chain signal,rail-chain-signal,item
Locomotive,locomotive,item-with-entity-data
Locomotive MK2,5d-locomotive-02,item-with-entity-data
Locomotive MK3,5d-locomotive-03,item-with-entity-data
Locomotive MK4,5d-locomotive-04,item-with-entity-data
Locomotive MK5,5d-locomotive-05,item-with-entity-data
Locomotive MK6,5d-locomotive-06,item-with-entity-data
Locomotive MK7,5d-locomotive-07,item-with-entity-data
Locomotive MK8,5d-locomotive-08,item-with-entity-data
Locomotive MK9,5d-locomotive-09,item-with-entity-data
Locomotive MK10,5d-locomotive-10,item-with-entity-data
Cargo wagon,cargo-wagon,item-with-entity-data
Cargo wagon MK2,5d-cargo-wagon-02,item-with-entity-data
Cargo wagon MK3,5d-cargo-wagon-03,item-with-entity-data
Cargo wagon MK4,5d-cargo-wagon-04,item-with-entity-data
Cargo wagon MK5,5d-cargo-wagon-05,item-with-entity-data
Cargo wagon MK6,5d-cargo-wagon-06,item-with-entity-data
Cargo wagon MK7,5d-cargo-wagon-07,item-with-entity-data
Cargo wagon MK8,5d-cargo-wagon-08,item-with-entity-data
Cargo wagon MK9,5d-cargo-wagon-09,item-with-entity-data
Cargo wagon MK10,5d-cargo-wagon-10,item-with-entity-data
Fluid wagon,fluid-wagon,item-with-entity-data
Fluid wagon MK2,5d-fluid-wagon-02,item-with-entity-data
Fluid wagon MK3,5d-fluid-wagon-03,item-with-entity-data
Fluid wagon MK4,5d-fluid-wagon-04,item-with-entity-data
Fluid wagon MK5,5d-fluid-wagon-05,item-with-entity-data
Fluid wagon MK6,5d-fluid-wagon-06,item-with-entity-data
Fluid wagon MK7,5d-fluid-wagon-07,item-with-entity-data
Fluid wagon MK8,5d-fluid-wagon-08,item-with-entity-data
Fluid wagon MK9,5d-fluid-wagon-09,item-with-entity-data
Fluid wagon MK10,5d-fluid-wagon-10,item-with-entity-data
Artillery wagon,artillery-wagon,item-with-entity-data
Centrifuge,centrifuge,item
Centrifuge MK2,5d-centrifuge-02,item
Centrifuge MK3,5d-centrifuge-03,item
Centrifuge MK4,5d-centrifuge-04,item
Centrifuge MK5,5d-centrifuge-05,item
Centrifuge MK6,5d-centrifuge-06,item
Centrifuge MK7,5d-centrifuge-07,item
Centrifuge MK8,5d-centrifuge-08,item
Centrifuge MK9,5d-centrifuge-09,item
Centrifuge MK10,5d-centrifuge-10,item
Uranium reactor,nuclear-reactor,item
Nuclear reactor MK2,5d-nuclear-reactor-02,item
Nuclear reactor MK3,5d-nuclear-reactor-03,item
Nuclear reactor MK4,5d-nuclear-reactor-04,item
Nuclear reactor MK5,5d-nuclear-reactor-05,item
Nuclear reactor MK6,5d-nuclear-reactor-06,item
Nuclear reactor MK7,5d-nuclear-reactor-07,item
Nuclear reactor MK8,5d-nuclear-reactor-08,item
Nuclear reactor MK9,5d-nuclear-reactor-09,item
Nuclear reactor MK10,5d-nuclear-reactor-10,item
Steam turbine,steam-turbine,item
Steam turbine MK2,5d-steam-turbine-02,item
Steam turbine MK3,5d-steam-turbine-03,item
Steam turbine MK4,5d-steam-turbine-04,item
Steam turbine MK5,5d-steam-turbine-05,item
Steam turbine MK6,5d-steam-turbine-06,item
Steam turbine MK7,5d-steam-turbine-07,item
Steam turbine MK8,5d-steam-turbine-08,item
Steam turbine MK9,5d-steam-turbine-09,item
Steam turbine MK10,5d-steam-turbine-10,item
Heat exchanger,heat-exchanger,item
Heat exchanger MK2,5d-heat-exchanger-02,item
Heat exchanger MK3,5d-heat-exchanger-03,item
Heat exchanger MK4,5d-heat-exchanger-04,item
Heat exchanger MK5,5d-heat-exchanger-05,item
Heat exchanger MK6,5d-heat-exchanger-06,item
Heat exchanger MK7,5d-heat-exchanger-07,item
Heat exchanger MK8,5d-heat-exchanger-08,item
Heat exchanger MK9,5d-heat-exchanger-09,item
Heat exchanger MK10,5d-heat-exchanger-10,item
Heat pipe,heat-pipe,item
Heat pipe MK2,5d-heat-pipe-02,item
Heat pipe MK3,5d-heat-pipe-03,item
Heat pipe MK4,5d-heat-pipe-04,item
Heat pipe MK5,5d-heat-pipe-05,item
Heat pipe MK6,5d-heat-pipe-06,item
Heat pipe MK7,5d-heat-pipe-07,item
Heat pipe MK8,5d-heat-pipe-08,item
Heat pipe MK9,5d-heat-pipe-09,item
Heat pipe MK10,5d-heat-pipe-10,item
Uranium-235 fuel cell,uranium-fuel-cell,item
Used-up uranium fuel cell,used-up-uranium-fuel-cell,item
Small gun turret,5d-gun-turret-small-01,item
Small gun turret MK2,5d-gun-turret-small-02,item
Small gun turret MK3,5d-gun-turret-small-03,item
Small gun turret MK4,5d-gun-turret-small-04,item
Small gun turret MK5,5d-gun-turret-small-05,item
Small gun turret MK6,5d-gun-turret-small-06,item
Small gun turret MK7,5d-gun-turret-small-07,item
Small gun turret MK8,5d-gun-turret-small-08,item
Small gun turret MK9,5d-gun-turret-small-09,item
Small gun turret MK10,5d-gun-turret-small-10,item
Gun turret,gun-turret,item
Gun turret MK2,5d-gun-turret-02,item
Gun turret MK3,5d-gun-turret-03,item
Gun turret MK4,5d-gun-turret-04,item
Gun turret MK5,5d-gun-turret-05,item
Gun turret MK6,5d-gun-turret-06,item
Gun turret MK7,5d-gun-turret-07,item
Gun turret MK8,5d-gun-turret-08,item
Gun turret MK9,5d-gun-turret-09,item
Gun turret MK10,5d-gun-turret-10,item
Big gun turret,5d-gun-turret-big-01,item
Big gun turret MK2,5d-gun-turret-big-02,item
Big gun turret MK3,5d-gun-turret-big-03,item
Big gun turret MK4,5d-gun-turret-big-04,item
Big gun turret MK5,5d-gun-turret-big-05,item
Big gun turret MK6,5d-gun-turret-big-06,item
Big gun turret MK7,5d-gun-turret-big-07,item
Big gun turret MK8,5d-gun-turret-big-08,item
Big gun turret MK9,5d-gun-turret-big-09,item
Big gun turret MK10,5d-gun-turret-big-10,item
Sniper gun turret,5d-gun-turret-sniper-01,item
Sniper gun turret MK2,5d-gun-turret-sniper-02,item
Sniper gun turret MK3,5d-gun-turret-sniper-03,item
Sniper gun turret MK4,5d-gun-turret-sniper-04,item
Sniper gun turret MK5,5d-gun-turret-sniper-05,item
Sniper gun turret MK6,5d-gun-turret-sniper-06,item
Sniper gun turret MK7,5d-gun-turret-sniper-07,item
Sniper gun turret MK8,5d-gun-turret-sniper-08,item
Sniper gun turret MK9,5d-gun-turret-sniper-09,item
Sniper gun turret MK10,5d-gun-turret-sniper-10,item
Small laser turret,5d-laser-turret-small-01,item
Small laser turret MK2,5d-laser-turret-small-02,item
Small laser turret MK3,5d-laser-turret-small-03,item
Small laser turret MK4,5d-laser-turret-small-04,item
Small laser turret MK5,5d-laser-turret-small-05,item
Small laser turret MK6,5d-laser-turret-small-06,item
Small laser turret MK7,5d-laser-turret-small-07,item
Small laser turret MK8,5d-laser-turret-small-08,item
Small laser turret MK9,5d-laser-turret-small-09,item
Small laser turret MK10,5d-laser-turret-small-10,item
Laser turret,laser-turret,item
Laser turret MK2,5d-laser-turret-02,item
Laser turret MK3,5d-laser-turret-03,item
Laser turret MK4,5d-laser-turret-04,item
Laser turret MK5,5d-laser-turret-05,item
Laser turret MK6,5d-laser-turret-06,item
Laser turret MK7,5d-laser-turret-07,item
Laser turret MK8,5d-laser-turret-08,item
Laser turret MK9,5d-laser-turret-09,item
Laser turret MK10,5d-laser-turret-10,item
Big laser turret,5d-laser-turret-big-01,item
Big laser turret MK2,5d-laser-turret-big-02,item
Big laser turret MK3,5d-laser-turret-big-03,item
Big laser turret MK4,5d-laser-turret-big-04,item
Big laser turret MK5,5d-laser-turret-big-05,item
Big laser turret MK6,5d-laser-turret-big-06,item
Big laser turret MK7,5d-laser-turret-big-07,item
Big laser turret MK8,5d-laser-turret-big-08,item
Big laser turret MK9,5d-laser-turret-big-09,item
Big laser turret MK10,5d-laser-turret-big-10,item
Sniper laser turret,5d-laser-turret-sniper-01,item
Sniper laser turret MK2,5d-laser-turret-sniper-02,item
Sniper laser turret MK3,5d-laser-turret-sniper-03,item
Sniper laser turret MK4,5d-laser-turret-sniper-04,item
Sniper laser turret MK5,5d-laser-turret-sniper-05,item
Sniper laser turret MK6,5d-laser-turret-sniper-06,item
Sniper laser turret MK7,5d-laser-turret-sniper-07,item
Sniper laser turret MK8,5d-laser-turret-sniper-08,item
Sniper laser turret MK9,5d-laser-turret-sniper-09,item
Sniper laser turret MK10,5d-laser-turret-sniper-10,item
Tesla turret MK1,5d-tesla-turret-01,item
Tesla turret MK2,5d-tesla-turret-02,item
Tesla turret MK3,5d-tesla-turret-03,item
Tesla turret MK4,5d-tesla-turret-04,item
Tesla turret MK5,5d-tesla-turret-05,item
Tesla turret MK6,5d-tesla-turret-06,item
Tesla turret MK7,5d-tesla-turret-07,item
Tesla turret MK8,5d-tesla-turret-08,item
Tesla turret MK9,5d-tesla-turret-09,item
Tesla turret MK10,5d-tesla-turret-10,item
Flamethrower turret,flamethrower-turret,item
Flamethrower turret MK2,5d-flamethrower-turret-02,item
Flamethrower turret MK3,5d-flamethrower-turret-03,item
Flamethrower turret MK4,5d-flamethrower-turret-04,item
Flamethrower turret MK5,5d-flamethrower-turret-05,item
Flamethrower turret MK6,5d-flamethrower-turret-06,item
Flamethrower turret MK7,5d-flamethrower-turret-07,item
Flamethrower turret MK8,5d-flamethrower-turret-08,item
Flamethrower turret MK9,5d-flamethrower-turret-09,item
Flamethrower turret MK10,5d-flamethrower-turret-10,item
Stone wall,stone-wall,item
Stone wall MK2,5d-stone-wall-02,item
Stone wall MK3,5d-stone-wall-03,item
Stone wall MK4,5d-stone-wall-04,item
Stone wall MK5,5d-stone-wall-05,item
Stone wall MK6,5d-stone-wall-06,item
Stone wall MK7,5d-stone-wall-07,item
Stone wall MK8,5d-stone-wall-08,item
Stone wall MK9,5d-stone-wall-09,item
Stone wall MK10,5d-stone-wall-10,item
Gate,gate,item
Gate MK2,5d-gate-02,item
Gate MK3,5d-gate-03,item
Gate MK4,5d-gate-04,item
Gate MK5,5d-gate-05,item
Gate MK6,5d-gate-06,item
Gate MK7,5d-gate-07,item
Gate MK8,5d-gate-08,item
Gate MK9,5d-gate-09,item
Gate MK10,5d-gate-10,item
Radar,radar,item
Radar MK2,5d-radar-02,item
Radar MK3,5d-radar-03,item
Radar MK4,5d-radar-04,item
Radar MK5,5d-radar-05,item
Radar MK6,5d-radar-06,item
Radar MK7,5d-radar-07,item
Radar MK8,5d-radar-08,item
Radar MK9,5d-radar-09,item
Radar MK10,5d-radar-10,item
Artillery turret,artillery-turret,item
Artillery shell,artillery-shell,ammo
Artillery targeting remote,artillery-targeting-remote,capsule
Light armor,light-armor,armor
Heavy armor,heavy-armor,armor
Modular armor,modular-armor,armor
Power armor,power-armor,armor
Power armor MK2,power-armor-mk2,armor
Power armor MK3,5d-power-armor-03,armor
Power armor MK4,5d-power-armor-04,armor
Power armor MK5,5d-power-armor-05,armor
Power armor MK6,5d-power-armor-06,armor
Power armor MK7,5d-power-armor-07,armor
Power armor MK8,5d-power-armor-08,armor
Power armor MK9,5d-power-armor-09,armor
Power armor MK10,5d-power-armor-10,armor
Portable solar panel,solar-panel-equipment,item
Portable solar panel MK2,5d-solar-panel-equipment-02,item
Portable solar panel MK3,5d-solar-panel-equipment-03,item
Portable solar panel MK4,5d-solar-panel-equipment-04,item
Portable solar panel MK5,5d-solar-panel-equipment-05,item
Portable solar panel MK6,5d-solar-panel-equipment-06,item
Portable solar panel MK7,5d-solar-panel-equipment-07,item
Portable solar panel MK8,5d-solar-panel-equipment-08,item
Portable solar panel MK9,5d-solar-panel-equipment-09,item
Portable solar panel MK10,5d-solar-panel-equipment-10,item
Portable fusion reactor,fusion-reactor-equipment,item
Fusion reactor MK2,5d-fusion-reactor-equipment-02,item
Fusion reactor MK3,5d-fusion-reactor-equipment-03,item
Fusion reactor MK4,5d-fusion-reactor-equipment-04,item
Fusion reactor MK5,5d-fusion-reactor-equipment-05,item
Fusion reactor MK6,5d-fusion-reactor-equipment-06,item
Fusion reactor MK7,5d-fusion-reactor-equipment-07,item
Fusion reactor MK8,5d-fusion-reactor-equipment-08,item
Fusion reactor MK9,5d-fusion-reactor-equipment-09,item
Fusion reactor MK10,5d-fusion-reactor-equipment-10,item
Personal battery,battery-equipment,item
Personal battery MK2,battery-mk2-equipment,item
Battery MK3,5d-battery-equipment-03,item
Battery MK4,5d-battery-equipment-04,item
Battery MK5,5d-battery-equipment-05,item
Battery MK6,5d-battery-equipment-06,item
Battery MK7,5d-battery-equipment-07,item
Battery MK8,5d-battery-equipment-08,item
Battery MK9,5d-battery-equipment-09,item
Battery MK10,5d-battery-equipment-10,item
Energy shield,energy-shield-equipment,item
Energy shield MK2,energy-shield-mk2-equipment,item
Energy shield MK3,5d-energy-shield-equipment-03,item
Energy shield MK4,5d-energy-shield-equipment-04,item
Energy shield MK5,5d-energy-shield-equipment-05,item
Energy shield MK6,5d-energy-shield-equipment-06,item
Energy shield MK7,5d-energy-shield-equipment-07,item
Energy shield MK8,5d-energy-shield-equipment-08,item
Energy shield MK9,5d-energy-shield-equipment-09,item
Energy shield MK10,5d-energy-shield-equipment-10,item
Personal laser defense,personal-laser-defense-equipment,item
Personal laser defense MK2,5d-personal-laser-defense-equipment-02,item
Personal laser defense MK3,5d-personal-laser-defense-equipment-03,item
Personal laser defense MK4,5d-personal-laser-defense-equipment-04,item
Personal laser defense MK5,5d-personal-laser-defense-equipment-05,item
Personal laser defense MK6,5d-personal-laser-defense-equipment-06,item
Personal laser defense MK7,5d-personal-laser-defense-equipment-07,item
Personal laser defense MK8,5d-personal-laser-defense-equipment-08,item
Personal laser defense MK9,5d-personal-laser-defense-equipment-09,item
Personal laser defense MK10,5d-personal-laser-defense-equipment-10,item
Personal tesla defense MK1,5d-personal-tesla-defense-equipment-01,item
Personal tesla defense MK2,5d-personal-tesla-defense-equipment-02,item
Personal tesla defense MK3,5d-personal-tesla-defense-equipment-03,item
Personal tesla defense MK4,5d-personal-tesla-defense-equipment-04,item
Personal tesla defense MK5,5d-personal-tesla-defense-equipment-05,item
Personal tesla defense MK6,5d-personal-tesla-defense-equipment-06,item
Personal tesla defense MK7,5d-personal-tesla-defense-equipment-07,item
Personal tesla defense MK8,5d-personal-tesla-defense-equipment-08,item
Personal tesla defense MK9,5d-personal-tesla-defense-equipment-09,item
Personal tesla defense MK10,5d-personal-tesla-defense-equipment-10,item
Exoskeleton,exoskeleton-equipment,item
Exoskeleton MK2,5d-exoskeleton-equipment-02,item
Exoskeleton MK3,5d-exoskeleton-equipment-03,item
Exoskeleton MK4,5d-exoskeleton-equipment-04,item
Exoskeleton MK5,5d-exoskeleton-equipment-05,item
Exoskeleton MK6,5d-exoskeleton-equipment-06,item
Exoskeleton MK7,5d-exoskeleton-equipment-07,item
Exoskeleton MK8,5d-exoskeleton-equipment-08,item
Exoskeleton MK9,5d-exoskeleton-equipment-09,item
Exoskeleton MK10,5d-exoskeleton-equipment-10,item
Personal roboport,personal-roboport-equipment,item
Personal roboport MK2,personal-roboport-mk2-equipment,item
Personal roboport MK3,5d-personal-roboport-equipment-03,item
Personal roboport MK4,5d-personal-roboport-equipment-04,item
Personal roboport MK5,5d-personal-roboport-equipment-05,item
Personal roboport MK6,5d-personal-roboport-equipment-06,item
Personal roboport MK7,5d-personal-roboport-equipment-07,item
Personal roboport MK8,5d-personal-roboport-equipment-08,item
Personal roboport MK9,5d-personal-roboport-equipment-09,item
Personal roboport MK10,5d-personal-roboport-equipment-10,item
Belt immunity equipment,belt-immunity-equipment,item
Discharge defense,discharge-defense-equipment,item
Discharge defense remote,discharge-defense-remote,capsule
Nightvision,night-vision-equipment,item
Night vision MK2,5d-night-vision-equipment-02,item
Pistol,pistol,gun
Submachine gun,submachine-gun,gun
Firearm magazine,firearm-magazine,ammo
Piercing rounds magazine,piercing-rounds-magazine,ammo
Uranium rounds magazine,uranium-rounds-magazine,ammo
Shotgun,shotgun,gun
Combat shotgun,combat-shotgun,gun
Shotgun shells,shotgun-shell,ammo
Piercing shotgun shells,piercing-shotgun-shell,ammo
Rocket launcher,rocket-launcher,gun
Rocket,rocket,ammo
Explosive rocket,explosive-rocket,ammo
Atomic bomb,atomic-bomb,ammo
Flamethrower,flamethrower,gun
Flamethrower ammo,flamethrower-ammo,ammo
Grenade,grenade,capsule
Cluster grenade,cluster-grenade,capsule
Land mine,land-mine,item
Poison capsule,poison-capsule,capsule
Slowdown capsule,slowdown-capsule,capsule
Defender capsule,defender-capsule,capsule
Distractor capsule,distractor-capsule,capsule
Destroyer capsule,destroyer-capsule,capsule
Car,car,item-with-entity-data
Tank,tank,item-with-entity-data
Cannon shell,cannon-shell,ammo
Explosive cannon shell,explosive-cannon-shell,ammo
Uranium cannon shell,uranium-cannon-shell,ammo
Explosive uranium cannon shell,explosive-uranium-cannon-shell,ammo
Spidertron,spidertron,item-with-entity-data
Spidertron remote,spidertron-remote,spidertron-remote
Landfill,landfill,item
Stone brick,stone-brick,item
Cliff explosives,cliff-explosives,capsule
Concrete,concrete,item
Refined concrete,refined-concrete,item
Hazard concrete,hazard-concrete,item
Refined hazard concrete,refined-hazard-concrete,item
Something went wrong,angels-void,item
Mineral catalyst,catalysator-brown,item
Crystal catalyst,catalysator-green,item
Hybrid catalyst,catalysator-orange,item
Filter frame,filter-frame,item
Coal filter,filter-coal,item
Ceramic filter,filter-ceramic,item
Spent ceramic filter,filter-ceramic-used,item
Crushed saphirite,angels-ore1-crushed,item
Crushed jivolite,angels-ore2-crushed,item
Crushed stiratite,angels-ore3-crushed,item
Crushed crotinnium,angels-ore4-crushed,item
Crushed rubyte,angels-ore5-crushed,item
Crushed bobmonium,angels-ore6-crushed,item
Crushed ferrous mixture,angels-ore8-crushed,item
Ferrous powder,angels-ore8-powder,item
Crushed cupric mixture,angels-ore9-crushed,item
Cupric powder,angels-ore9-powder,item
Saphirite chunks,angels-ore1-chunk,item
Jivolite chunks,angels-ore2-chunk,item
Stiratite chunks,angels-ore3-chunk,item
Crotinnium chunks,angels-ore4-chunk,item
Rubyte chunks,angels-ore5-chunk,item
Bobmonium chunks,angels-ore6-chunk,item
Ferrous dust,angels-ore8-dust,item
Cupric dust,angels-ore9-dust,item
Saphirite crystals,angels-ore1-crystal,item
Jivolite crystals,angels-ore2-crystal,item
Stiratite crystals,angels-ore3-crystal,item
Crotinnium crystals,angels-ore4-crystal,item
Rubyte crystals,angels-ore5-crystal,item
Bobmonium crystals,angels-ore6-crystal,item
Ferrous crystals,angels-ore8-crystal,item
Cupric crystals,angels-ore9-crystal,item
Purified saphirite,angels-ore1-pure,item
Purified jivolite,angels-ore2-pure,item
Purified stiratite,angels-ore3-pure,item
Purified crotinnium,angels-ore4-pure,item
Purified rubyte,angels-ore5-pure,item
Purified bobmonium,angels-ore6-pure,item
Iron pebbles,angels-iron-pebbles,item
Iron nugget,angels-iron-nugget,item
Iron slag,angels-iron-slag,item
Copper pebbles,angels-copper-pebbles,item
Copper nugget,angels-copper-nugget,item
Copper slag,angels-copper-slag,item
Blue geode,geode-blue,item
Purple geode,geode-purple,item
Yellow geode,geode-yellow,item
Light green geode,geode-lightgreen,item
Cyan geode,geode-cyan,item
Red geode,geode-red,item
Crystal dust,crystal-dust,item
Saphirite ore,angels-ore1,item
Jivolite ore,angels-ore2,item
Stiratite ore,angels-ore3,item
Crotinnium ore,angels-ore4,item
Rubyte ore,angels-ore5,item
Bobmonium ore,angels-ore6,item
Thorium ore,thorium-ore,item
Slag,slag,item
Crushed stone,stone-crushed,item
Ore sorting facility 1,ore-sorting-facility,item
Ore sorting facility 2,ore-sorting-facility-2,item
Ore sorting facility 3,ore-sorting-facility-3,item
Ore sorting facility 4,ore-sorting-facility-4,item
Burner ore crusher,burner-ore-crusher,item
Ore crusher 1,ore-crusher,item
Ore crusher 2,ore-crusher-2,item
Ore crusher 3,ore-crusher-3,item
Flotation cell 1,ore-floatation-cell,item
Flotation cell 2,ore-floatation-cell-2,item
Flotation cell 3,ore-floatation-cell-3,item
Leaching plant 1,ore-leaching-plant,item
Leaching plant 2,ore-leaching-plant-2,item
Leaching plant 3,ore-leaching-plant-3,item
Ore refinery 1,ore-refinery,item
Ore refinery 2,ore-refinery-2,item
Ore powderizer 1,ore-powderizer,item
Ore powderizer 2,ore-powderizer-2,item
Ore powderizer 3,ore-powderizer-3,item
Milling drum,milling-drum,item
Used milling drum,milling-drum-used,item
Electrowinning cell 1,electro-whinning-cell,item
Electrowinning cell 2,electro-whinning-cell-2,item
Electrowinning cell 3,electro-whinning-cell-3,item
Thermal water bore,thermal-bore,item
Thermal water extractor,thermal-extractor,item
Filtration unit 1,filtration-unit,item
Filtration unit 2,filtration-unit-2,item
Crystallizer 1,crystallizer,item
Crystallizer 2,crystallizer-2,item
Processed aluminium,processed-aluminium,item
Aluminium pellet,pellet-aluminium,item
Sodium aluminate,solid-sodium-aluminate,item
Aluminium hydroxide,solid-aluminium-hydroxide,item
Alumina,alumina,item
Alumina,solid-aluminium-oxide,item
Aluminium ingot,ingot-aluminium,item
Aluminium powder,powder-aluminium,item
Chrome ore,chrome-ore,item
Processed chrome,processed-chrome,item
Chrome pellet,pellet-chrome,item
Chromate,solid-chromate,item
Dichromate,solid-dichromate,item
Chrome oxide,solid-chrome-oxide,item
Chrome ingot,ingot-chrome,item
Chrome powder,powder-chrome,item
Cobalt ore,cobalt-ore,item
Processed cobalt,processed-cobalt,item
Cobalt pellet,pellet-cobalt,item
Cobalt hydroxide,solid-cobalt-hydroxide,item
Cobalt Oxide,cobalt-oxide,item
Cobalt oxide,solid-cobalt-oxide,item
Cobalt ingot,ingot-cobalt,item
Cobalt powder,powder-cobalt,item
Processed copper,processed-copper,item
Copper pellet,pellet-copper,item
Copper anode,anode-copper,item
Copper ingot,ingot-copper,item
Copper powder,powder-copper,item
Glass mixture,solid-glass-mixture,item
Processed gold,processed-gold,item
Gold pellet,pellet-gold,item
Sodium gold cyanide,solid-sodium-gold-cyanide,item
Gold cathode,cathode-gold,item
Gold ingot,ingot-gold,item
Gold powder,powder-gold,item
Processed iron,processed-iron,item
Iron pellet,pellet-iron,item
Iron hydroxide,solid-iron-hydroxide,item
Iron ingot,ingot-iron,item
Steel ingot,ingot-steel,item
Iron powder,powder-iron,item
Steel powder,powder-steel,item
Glowing hot iron plate,angels-plate-hot-iron,item
Processed lead,processed-lead,item
Lead pellet,pellet-lead,item
Lead oxide,lead-oxide,item
Lead oxide,solid-lead-oxide,item
Lead anode,anode-lead,item
Lead ingot,ingot-lead,item
Lead powder,powder-lead,item
Manganese ore,manganese-ore,item
Processed manganese,processed-manganese,item
Manganese pellet,pellet-manganese,item
Manganese oxide,solid-manganese-oxide,item
Manganese cathode,cathode-manganese,item
Manganese ingot,ingot-manganese,item
Manganese powder,powder-manganese,item
Nickel ore,nickel-ore,item
Processed nickel,processed-nickel,item
Nickel pellet,pellet-nickel,item
Nickel cathode,cathode-nickel,item
Nickel carbonyl,solid-nickel-carbonyl,item
Nickel ingot,ingot-nickel,item
Nickel powder,powder-nickel,item
Platinum ore,platinum-ore,item
Processed platinum,processed-platinum,item
Platinum pellet,pellet-platinum,item
Ammonium chloroplatinate,solid-ammonium-chloroplatinate,item
Platinum ingot,ingot-platinum,item
Platinum powder,powder-platinum,item
Silicon ore,quartz,item
Processed silicon,processed-silica,item
Silicon pellet,pellet-silica,item
Silicon ingot,ingot-silicon,item
Silicon powder,powder-silicon,item
Silicon powder,silicon-powder,item
Silver ore,silver-ore,item
Processed silver,processed-silver,item
Silver pellet,pellet-silver,item
Silver nitrate,silver-nitrate,item
Silver nitrate,solid-silver-nitrate,item
Silver oxide,silver-oxide,item
Sodium silver cyanide,solid-sodium-silver-cyanide,item
Silver cathode,cathode-silver,item
Silver ingot,ingot-silver,item
Silver powder,powder-silver,item
Lime,solid-lime,item
Cement,solid-cement,item
Unburnt clay brick,clay-brick-raw,item
Clay brick,clay-brick,item
Biologically active tile,bio-tile,item
Processed tin,processed-tin,item
Tin pellet,pellet-tin,item
Tin ingot,ingot-tin,item
Tin powder,powder-tin,item
Titanium ore,rutile-ore,item
Processed titanium,processed-titanium,item
Titanium pellet,pellet-titanium,item
Titanium sponge,sponge-titanium,item
