id,name,description,price,category
tungstenrapier,Tungsten Rapier,"Reliable, sturdy and stabby.",60,Rapier
zerchesiumrapier,Zerchesium Rapier,"Sturdy, fine, freezing metal.",360,Rapier
ironscythe,Iron Scythe,Good ol' sharp and deadly iron!,100,scythe
irradiumscythe,Irradium Scythe,Unsure if meant for farming or murder. Fun either way.,1530,scythe
kirhosscythe,Kirhos Scythe,The preferred weapon of Kirhosi raiders.,100,scythe
predatorscythe,Predator Scythe,"Despite simplicity, it leaks with deadly toxins.",400,scythe
stonescythe,Primitive Scythe,"Heavier than heck, but hey... painful!",100,scythe
telebriumscythe,Telebrium Scythe,"Nearly magically light, yet sharp as a razor.",230,scythe
titaniumscythe,Titanium Scythe,Brutally sharp cutting edge. For... farming. Yea. That's it. Farming.,330,scythe
xithricitescythe,Cosmic Scythe,"The wisdom of the cosmos, ready for butchering things.",900,scythe
commonshortspear,Common Shortspear,This swift melee weapon will make them bleed.,900,shortspear
rareshortspear,Rare Shortspear,This swift melee weapon will make them bleed.,1080,shortspear
uncommonshortspear,Uncommon Shortspear,This swift melee weapon will make them bleed.,990,shortspear
densiniumshortsword,Densinium Shortsword,Superior craftsmanship. Nearly unbreakable.,530,shortsword
murdermachete,Friendship Knife,Smile and share.,1500,shortsword
nightarshortsword,Nightarian Shortsword,"Poor balance, but holds a sharp edge.  Upgrade for lethality.",30,shortsword
fuveluushortsword,Vel'uuish Shortsword,Charged with purrpose.,30,shortsword
veluushortsword,Erchius Telekinetic Blade,A sword to be wielded telepathically.,480,shortsword
veluushortsword2,Lava Telekinetic Blade,A sword to be wielded telepathically.,480,shortsword
veluushortsword3,Healing Telekinetic Blade,A sword to be wielded telepathically.,480,shortsword
veluushortsword4,Diamond Telekinetic Blade,A very powerful sword to be wielded telepathically.,480,shortsword
skathtier1broadsword,Rustic Skath Blade,An early skathmade broadsword.,100,broadsword
skathtier2broadsword,Reinforced Skath Blade,A skathmade sword made out of titanium and durasteel.,350,broadsword
skathtier3broadsword,Skath Plasmablade,A powerful Plasmablade forged by the Skath.,1250,broadsword
skathtier1hammer,Rustic Skath Hammer,This hammer strikes like the waves of a tsunami.,100,hammer
skathtier2hammer,Reinforced Skath Hammer,This hammer strikes like the waves of a tsunami.,400,hammer
skathtier3hammer,Skath Tsunami Hammer,This hammer strikes like the waves of a tsunami.,960,hammer
skathtier1spear,Rustic Skath Spear,A spear made for keeping enemies at bay.,200,spear
skathtier2spear,Reinforced Skath Spear,A spear made for keeping enemies at bay.,200,spear
skathtier3spear,Skath Plasmaspear,A powerful Plasmablade forged by the Skath.,1250,spear
slimedagger,Slime Leeching Dagger,"Through concentration, you're able to produce a light blade of slime.",960,shortsword
slimenpcdagger,Lesser Slime Leeching Dagger,"Through concentration, you're able to produce a light blade of slime.",960,shortsword
injector,Poison Injector,"Fill enemies with chemicals, without the annoyance of laws interfering with scientific progress.",380,injector
injectorbio,Bio-Ooze Injector,"Fill enemies with chemicals, without the annoyance of laws interfering with scientific progress.",780,injector
npchuntingspear,Carbon Spear,A dense metal spear for puncturing enemies.,0,spear
brokennightarsaber,Broken Nightar Saber,A very nice sword in very poor condition.,500,broadsword
nightarsaber,Nightar Saber,Said to be wielded by a legendary Nightar swordsman.,380,broadsword
durasteelassaultrifle2,Durasteel Burst Rifle,A burst-fire automatic military grade rifle.,960,assaultRifle
durasteelmachinepistol,Durasteel Machine Pistol,A large handgun that packs a kick.,480,machinePistol
durasteelshotgun,Durasteel Shotgun,Fires a spread that's lethal at close range.,460,shotgun
durasteelsniperrifle,Durasteel Sniper Rifle,Powerfully strong to cover long distances.,460,sniperRifle
ironlmg,Iron LMG,"Dangerous, but inaccurate.",160,assaultRifle
ironmachinepistol,Iron Machine Pistol,A large handgun that packs a kick.,100,machinePistol
ironshotgun,Iron Shotgun,Fires a spread that's lethal at close range.,110,shotgun
ironsniperrifle,Iron Sniper Rifle,Powerfully strong to cover long distances.,110,sniperRifle
titaniumassaultrifle,Titanium Assault Rifle,A fully-automatic titanium-cased rifle.,360,assaultRifle
titaniumrevolver,Titanium Revolver,A large handgun that packs a punch.,340,pistol
titaniumshotgun,Titanium Shotgun,Fires a spread that's lethal at close range.,360,shotgun
tungstenassaultrifle,Tungsten Assault Rifle,A fully-automatic tungsten-cased rifle.,260,assaultRifle
tungstenmachinepistol,Tungsten Machine Pistol,A large handgun that packs a kick.,280,machinePistol
tungstensniperrifle,Tungsten Sniper Rifle,Powerfully strong to cover long distances.,260,sniperRifle
crystalliteshardnpc,Crystalite Shard for NPCs,throwing stars for NPCs.,1,boomerang
deathblossomnpc,Deathbloom for NPCs,throwing stars for NPCs.,1,boomerang
ignuschili2npc,Adv. Ignus Chili for NPCs,throwing stars for NPCs.,1,boomerang
ignuschilinpc,Ingus Chili for NPCs,throwing stars for NPCs.,1,boomerang
magmabombnpc,Magma Nodule for NPCs,throwing stars for NPCs.,1,boomerang
npcassaultrifle,NPC Assault Rifle,"A fully-automatic, military grade rifle, with decent stopping power and accuracy.",0,assaultRifle
npcdeadbeatassaultrifle,NPC Deadbeat Assault Rifle,A rusty military grade rifle.,0,assaultRifle
npcfloranassaultrifle,NPC Floran Assault Rifle,An automatic rifle made of organic material.,0,assaultRifle
shockshroomnpc,Shock Shroom for NPCs,throwing stars for NPCs.,1,boomerang
swtjc_ewg_npcantimaterialrifle,NPC Anti-Material Rifle,A high-powered rifle that sacrifices rate-of-fire for enough firepower to cut through armor like a hot knife through butter.,0,swtjc_ewg_antiMaterialRifle
swtjc_ewg_npcautoshotgun,NPC Automatic Shotgun,Rapidly fires volleys of spread-out rounds that are especially lethal at close range.,0,swtjc_ewg_autoShotgun
swtjc_ewg_npcbattlerifle,NPC Battle Rifle,"An automatic rifle that fires more powerful rounds than an ordinary assault rifle, with better accuracy, at the cost of rate-of-fire.",0,swtjc_ewg_battleRifle
swtjc_ewg_npcbeampistol,NPC Beam Pistol,"A small handgun that fires streams of energy at distant targets with pinpoint accuracy, it's only as accurate as the one wielding it.",0,swtjc_ewg_beamPistol
swtjc_ewg_npcbeamrifle,NPC Beam Rifle,"A sniper rifle that fires streams of energy at distant targets with pinpoint accuracy, it's only as accurate as the one wielding it.",0,swtjc_ewg_beamRifle
swtjc_ewg_npcflakcannon,NPC Flak Cannon,The bane of flocks of space birds throughout the galaxy (among other things).,0,swtjc_ewg_flakCannon
swtjc_ewg_npcgrenadelauncher,NPC Handheld Grenade Launcher,For when you need to lob grenades the extra distance using just one hand.,0,grenadeLauncher
swtjc_ewg_npcminirocketlauncher,NPC Mini-Rocket Launcher,Launches smaller anti-personnel rockets in fairly quick succession (by rocket launcher standards).,0,swtjc_ewg_miniRocketLauncher
swtjc_ewg_npcmultigrenadelauncher,NPC Multi-Grenade Launcher,For when you need to quickly lob multiple grenades the extra distance.,0,swtjc_ewg_multiGrenadeLauncher
swtjc_ewg_npcrevolver,NPC High-Caliber Pistol,A small handgun with a powerful punch.,0,swtjc_ewg_revolver
swtjc_ewg_npcsaw,NPC Squad Automatic Weapon,"A man-portable machine gun that's bigger and meaner, albeit far less accurate, than your average assault rifle.",0,swtjc_ewg_squadAutomaticWeapon
swtjc_ewg_npcsawedoffshotgun,NPC Short-Barreled Shotgun,A compact shotgun that sacrifices accuracy for the ability to be easily-concealable and held in one hand.,0,swtjc_ewg_sawedOffShotgun
swtjc_ewg_npcsubmachinegun,NPC Submachine Gun,The power of an assault rifle in a compact one-handed package. Shame that it isn't anywhere nearly as accurate...,0,swtjc_ewg_submachineGun
throwingkunainpc,Throwing Kunai for NPCs,throwing stars for NPCs.,1,boomerang
throwingspearnpc,Throwing Spear for NPCs,throwing stars for NPCs.,1,boomerang
throwingstarnpc,Throwing Star,throwing stars for NPCs.,1,boomerang
flamingdemonsword2,Fury,The hellish weapon of a cultist,1500,broadsword
chargegun2,Charge Gun,Bad things are unleashed upon those who wait.,1500,uniqueWeapon
khetastrophae,Khetastrophae,"Fires grenades... LOTS of grenades.
Dragoncat weapon of choice.
Has a thumb trigger in addition to the normal two.",15000,uniqueWeapon
magnorbfrost,Frost Lobber,Cold as ice.,900,Magnorb
magnorbhellfire,Hellfire Orbs,Full of scorchy fun.,1100,Magnorb
magnorbneutron,Neutron Star Orbs,Superior gravity orbs. Counts as 'energy' weapon,950,Magnorb
magnorbproto,Tauntra Orbs,This unusual weapon is quite dangerous. Counts as 'energy' weapon,900,Magnorb
magnorbshadow,Shadow Orbs,Fires solidified shadow at foes.,1100,Magnorb
magnorbslime,Slime Lobber,Releases globs of delicious slime.,500,Magnorb
precursorpistol,Precursor Protector,"Projects Regen Zones that:
Provide Defense. Convert Energy to Health.
Reduce Energy and Shield Regen.",1600,bioweapon
fushovelspear,The Diginator,"Pierce the heavens, or at least the earth.",80,spear
gregskittlegun,Skittles,"There's no telling what this does.
Primary Fire: Grenades
Alt: Magnorbs
Hold Shift: Rapid Fire mode",15000,uniqueWeapon
gregskittlegunfake,Skittles,An unupgraded Skittles. You should try it.,150,uniqueWeapon
titaniumshortsword,Titanium Shortsword,A lightweight titanium shortsword.,380,shortsword
tungstenshortsword,Tungsten Shortsword,This shortsword is quite heavy.,200,shortsword
epicbattlerifle,Epic Battle Rifle,"Fires more powerful rounds than an ordinary assault rifle, with better accuracy, at the cost of rate-of-fire.",2080,swtjc_ewg_battleRifle
floranneedler,Floran Needler,Randomly generated weapon. Ejects poison-tipped darts.,200,assaultRifle
swtjc_ewg_commonbattlerifle,Common Battle Rifle,"Fires more powerful rounds than an ordinary assault rifle, with better accuracy, at the cost of rate-of-fire.",900,swtjc_ewg_battleRifle
swtjc_ewg_rarebattlerifle,Rare Battle Rifle,"Fires more powerful rounds than an ordinary assault rifle, with better accuracy, at the cost of rate-of-fire.",1080,swtjc_ewg_battleRifle
swtjc_ewg_uncommonbattlerifle,Uncommon Battle Rifle,"Fires more powerful rounds than an ordinary assault rifle, with better accuracy, at the cost of rate-of-fire.",990,swtjc_ewg_battleRifle
swtjc_ewg_commonmultigrenadelauncher,Common Multi-Grenade Launcher,For when you need to quickly lob multiple grenades the extra distance.,1000,swtjc_ewg_multiGrenadeLauncher
swtjc_ewg_raremultigrenadelauncher,Rare Multi-Grenade Launcher,For when you need to quickly lob multiple grenades the extra distance.,1200,swtjc_ewg_multiGrenadeLauncher
swtjc_ewg_uncommonmultigrenadelauncher,Uncommon Multi-Grenade Launcher,For when you need to quickly lob multiple grenades the extra distance.,1100,swtjc_ewg_multiGrenadeLauncher
swtjc_ewg_commonbeampistol,Common Beam Pistol,A small handgun that fires streams of energy at distant targets with pinpoint accuracy.,700,swtjc_ewg_beamPistol
swtjc_ewg_rarebeampistol,Rare Beam Pistol,A small handgun that fires streams of energy at distant targets with pinpoint accuracy.,840,swtjc_ewg_beamPistol
swtjc_ewg_uncommonbeampistol,Uncommon Beam Pistol,A small handgun that fires streams of energy at distant targets with pinpoint accuracy.,770,swtjc_ewg_beamPistol
swtjc_ewg_commonminirocketlauncher,Common Mini-Rocket Launcher,Launches smaller anti-personnel rockets in fairly quick succession.,1200,swtjc_ewg_miniRocketLauncher
swtjc_ewg_rareminirocketlauncher,Rare Mini-Rocket Launcher,Launches smaller anti-personnel rockets in fairly quick succession.,1440,swtjc_ewg_miniRocketLauncher
swtjc_ewg_uncommonminirocketlauncher,Uncommon Mini-Rocket Launcher,Launches smaller anti-personnel rockets in fairly quick succession.,1320,swtjc_ewg_miniRocketLauncher
epicautoshotgun,Epic Automatic Shotgun,Rapidly fires volleys of spread-out rounds that are especially lethal at close range.,2000,swtjc_ewg_autoShotgun
swtjc_ewg_commonsawedoffshotgun,Common Short-Barreled Shotgun,A compact shotgun that sacrifices accuracy for the ability to be easily-concealable and held in one hand.,700,swtjc_ewg_sawedOffShotgun
swtjc_ewg_raresawedoffshotgun,Rare Short-Barreled Shotgun,A compact shotgun that sacrifices accuracy for the ability to be easily-concealable and held in one hand.,840,swtjc_ewg_sawedOffShotgun
swtjc_ewg_uncommonsawedoffshotgun,Uncommon Short-Barreled Shotgun,A compact shotgun that sacrifices accuracy for the ability to be easily-concealable and held in one hand.,770,swtjc_ewg_sawedOffShotgun
skathtier1shotgun,Rustic Skath Shotgun,'A basic shotgun made by the skath.',100,Assault Shotgun
skathtier2shotgun,Reinforced Skath Shotgun,'A basic shotgun made by the skath.',250,Assault Shotgun
skathtier3shotgun,Skath Plasma Shotgun,'A high tech shotgun that fires plasma rounds.',1080,Assault Shotgun
skathtier1minigun,Rustic Skath Minigun,'A high tech minigun that fires plasma rounds.',100,Minigun
skathtier2minigun,Reinforced Skath Minigun,'A high tech minigun that fires plasma rounds.',250,Minigun
skathtier3minigun,Skath Plasma Minigun,'A high tech minigun that fires plasma rounds.',1080,Minigun
swtjc_ewg_commonbeamrifle,Common Beam Rifle,A sniper rifle that fires streams of energy at distant targets with pinpoint accuracy.,1000,swtjc_ewg_beamRifle
swtjc_ewg_rarebeamrifle,Rare Beam Rifle,A sniper rifle that fires streams of energy at distant targets with pinpoint accuracy.,1200,swtjc_ewg_beamRifle
swtjc_ewg_uncommonbeamrifle,Uncommon Beam Rifle,A sniper rifle that fires streams of energy at distant targets with pinpoint accuracy.,1100,swtjc_ewg_beamRifle
aetheriumrocketlauncher,Aetherium Rocketlauncher,Shatteringly powerful homing missile swarm.,1100,rocketLauncher
flaregun,Flare Gun,Fires non-threatening light sources.,500,pistol
friendmaker,Friendmaker,Enormous damage potential.,1100,rocketLauncher
friendmaker2,Jessica,Enormous knockback potential.,1100,rocketLauncher
fualienlaser,Alien Laser,"An alien laser blaster, very colourful.",160,pistol
fucarbonhandcannon,Blasthammer,"A brutally effective pistol.
Shotgun - style bursts ",460,pistol
fucellgun,Cellular Rifle,"A truly unique long-ranged rifle, firing freezing blasts of cellular matter.",160,bioweapon
furepairgun,Mech Repair Tool,Repairs damaged mechs. Upgrade using your Tricorder.,160,mechrepairtool
gumballgun,Gumball Gun,"All things considered, it's actually pretty awesome.",1160,assaultRifle
mechgun,Precursor Rifle,A rifle popular in ages long-past by those known as the Precursors.,2280,assaultRifle
mechpistol,Precursor Pistol,Sidearm of the ancient Precursor race.,2040,machinePistol
murdermanipulator2,Slaughter Manipulator,A repurposed manipulator. This one murders! Yay!,500,machinePistol
npclongarm,Longarm Shotgun,Spread joy and shrapnel.,160,shotgun
reaperrocket,Tk-72 Janus,Enormous damage potential.,600,rocketLauncher
riflepyreitefu,Pyreite Rifle,"Reliable and accurate, and quite hot.
Devastating incendiary rounds",450,sniperRifle
shoggothgun,Biomorphic Cannon,Fires organic drones and biomorphic fire from a strange flesh casing,160,bioweapon
shurikencannon,Shuriken Cannon,I'm sure this will help make friends in a real hurry.,300,shotgun
sniperknife2,Kyle,This weapon sucks ass. Just like the name it is cursed with.,2,dagger
stormwarden,Stormwarden,Launches rapid-fire bomblets.,360,grenadeLauncher
telebriumrocketlauncher,Telebrium Rocket,"Poison explosions, endless fun.",300,rocketLauncher
crystalgun,Crystalline Cannon,Blast foes with super-sharp flechettes of crystal. They'll thank you later. Maybe.,160,shotgun
elderripper,Ripper Gun,"The barbs not only wound, they drain life-essence into the beyond.",160,sniperRifle
eldergrenadelauncher,Vindicator,Bring demise to the enemy with near-limitless power.,3160,grenadeLauncher
elderrepeater,Dimensional Repeater,Fires other-dimensional blasts from generated micro-rifts.,160,machinePistol
eldershotgun,Elder Flesheater,Fires acidic explosives that offer a promise of terror and agony.,1260,shotgun
extrachargebeam,Charge Beam,An ancient Avian weapon that fires chargeable blasts of energy.,1500,uniqueWeapon
extralightbeam,Light Beam,An ancient Avian weapon that fires beams of dazzling light energy.,1500,uniqueWeapon
extramissile,Garuda Missile Launcher,Select missile and press the fire button.,1500,rocketLauncher
biooozegun,Ooze Gun,Spews toxic poison. Fun!,500,liquidGun
healingliquidgun,Healing Water Gun,This gun shoots healing water. Nifty.,500,liquidGun
honeygun,Honey Gun,This gun shoots sticky honey!,1250,liquidGun
liquidacidgun,Acid Gun,This gun shoots sulphuric acid! Fun!,500,liquidGun
liquidpoisongun,Poison Gun,This gun shoots poison!,500,liquidGun
weaponminer,Phaser,A trusty beam weapon.,100,pistol
fufreezecannonKhe,Broken Promise,"Primary: Snowball Machine Gun.
Alt: Compressed Snowball Cannon",4600,uniqueWeapon
fubeamgun,Beam Gun,A solid beam guaranteed to roast your foes.,1200,energy
fubeamgunghostbuster,Beam Gun (Ghostbuster),A solid beam guaranteed to roast ghosts. Don't cross the streams!,1200,energy
fuaegisaltminigunnpc,Imperius Minigun,A storm of aegisalt shards rend armor with ease and reflect off walls.,160,assaultRifle
crystalpistolfire,Fire Shard Gun,Razor-sharp shards of fun slow targets.,500,pistol
crystalpistolice,Ice Shard Gun,Razor-sharp shards of fun slow targets.,500,pistol
razorneedler,Shard Needler,A black market customized special needler with razor sharp crystal shards.,500,machinePistol
warden,ArCon Warden,"A dangerously powerful minigun.
Counts as 'plasma' for set bonuses
Heavy. Extreme fire rate",1500,assaultRifle
capturegun,Mega Capture Gun,Deals Percentage Damage. Captures creatures. Very shiny.,1500,assaultRifle
capturegunweak,Capture Gun,Damages and captures creatures. Handy.,150,assaultRifle
spaceplasmarifleminiknog,Plasma Assault Rifle,A state-of-the-art assault rifle hardened for use in extreme environments.,1080,uniqueWeapon
aetherstaff,Aetherium Staff,Two words: Wow.,1440,staff
cultiststaff1,Cultist's Staff,Fashioned from bones and petrified wood.,1440,staff
cultiststaff2,Eldritch Staff,Fashioned from bones and petrified wood.,1440,staff
cultiststaff3,Staff of Madness,Fashioned from bones and petrified wood.,1440,staff
cutestaff,Heart Staff,Kill them with kindness.,400,staff
druidstaff2,Nature's Wrath,Fashioned from bones and petrified wood.,1440,staff
gravitystaff,Matter Staff,"Primary: Foreground, Secondary: Background.",1440,staff
fu_lasereyestaff,Cane of Eyes,A fairly interesting technological weapon.,1440,staff
corruptstaff,Corrupt Staff,Conjures a noxious cloud of poisonous gas.,1440,staff
effigiumstaff,Effigium Staff,Conjures a cloud of shadowgas.,1440,staff
irradiumstaff,Irradium Staff,Conjures a noxious cloud of poisonous gas.,1440,staff
isogenstaff,Isogen Staff,Absolute Zero.,1440,staff
lunaristaff,Lunari Staff,Powered by the crystal moon.,1440,staff
penumbrastaff,Penumbra Staff,Penumbral Power.,1440,staff
plutoniumstaff,Nuclear Staff,A highly radioactive staff.,1440,staff
prismaticstaff,Crystalshard Staff,Shines with shifting color variations.,1440,staff
protocitestaff,Protocite Staff,Raw energy imbued within.,1440,staff
pyreitestaff,Pyreite Staff,Planc Temperature.,1440,staff
quietusstaff,Quietus Staff,"Oooh, Pretty!",1440,staff
telebriumstaff,Telebrium Staff,Powerful toxins emit from this weapon.,240,staff
tritaniumstaff,Tritanium Staff,Conjures up thunderheads.,1440,staff
xithricitestaff,Xithricite Staff,Interdimensional Destruction.,1440,staff
zerchesiumstaff,Zerchesium Staff,Frosty death in a convenient size.,940,staff
poopstaff,Excremental Staff,Its composition is truly repulsive.,1440,staff
radienstaff,X'ian Rad-Staff,Fashioned from your own bulbs.,4,staff
shadowstaff,Shadow Staff,This powerful staff summons a deadly shadow snake.,1440,staff
floatstaff,Gravity Wand,Forged by quiqksilver. Control gravity!,1440,wand
floatstaff2,Pinkie,"A strange, modified Gravity Wand.",1440,wand
fubiowand,Bio Wand,Organic meets Magic.,440,wand
fuflamewand,Bone Wand,Primitive shaman's implement.,440,wand
fuicewand,Frost Wand,Freeze your enemies.,440,wand
fupoisonwand,Toxic Wand,Poison your enemies.,440,wand
corruptwand,Corrupt Wand,Sufficiently Advanced Technology.,960,wand
effigiumwand,Effigium Wand,Sufficiently Advanced Technology.,960,wand
irradiumwand,Irradium Wand,Sufficiently Advanced Technology.,960,wand
isogenwand,Isogen Wand,Sufficiently Advanced Technology.,960,wand
lunariwand,Lunari Wand,Sufficiently Advanced Technology.,960,wand
penumbrawand,Penumbra Wand,Sufficiently Advanced Technology.,960,wand
plutoniumwand,Nuclear Wand,Pronouncing it nuke-ya-lur means you're stupid.,960,wand
prismaticwand,Prismatic Wand,Sufficiently Advanced Technology.,960,wand
protocitewand,Protocite Wand,Sufficiently Advanced Technology.,960,wand
pyreitewand,Pyreite Wand,Sufficiently Advanced Technology.,960,wand
quietuswand,Quietus Wand,Sufficiently Advanced Technology.,960,wand
telebriumwand,Telebrium Wand,"Toxifies the air, poisoning enemies.",160,wand
tritaniumwand,Tritanium Wand,Sufficiently Advanced Technology.,960,wand
xithricitewand,Xithricite Wand,Sufficiently Advanced Technology.,960,wand
teslastaff1,Tesla's Wand,The fury of storms in the palm of your hand.,1440,wand
witchwand,Witch's Wand,Avada Kedavra!,440,wand
aetheriumwhip,Aetherium Whip,The ultimate lashing device. Just don't get it caught on the crossguard.,2600,whip
corewhip,Fiery Whip,A fiery whip formed from core fragments. Nice and hot!,800,whip
elderwhip,Elder Whip,Some sort of tentacle thingy.,2500,whip
electricslimeconcwhip,Concealed Electric Slime Whip,"A concealed whip made of sticky, electrically-charged slime.",1600,whip
fireslimeconcwhip,Concealed Fire Slime Whip,"A concealed whip made of sticky slime, producing immense heat.",1600,whip
gorgolithtail,Gorgorlith Tail,The tail of a savage carnivore.,3000,whip
iceslimeconcwhip,Concealed Ice Slime Whip,"A concealed whip made of sticky, cold slime.",1600,whip
lasherwhip,Lasher Whip,Made from a Lasher plant.,1000,whip
poisonslimeconcwhip,Concealed Poison Slime Whip,"A concealed whip made of sticky, poisonous slime.",1600,whip
slimeconcwhip,Concealed Slime Whip,A concealed whip made of sticky slime.,1600,whip
stingwhip,Stinger Whip,"Real jellyfish aren't electric, but this bad boy sure is. Deals great damage at the tip.",800,whip
telebriumwhip,Telebrium Whip,A poisonous lash made from telebrium. Not for recreational use.,200,whip
zerchesiumwhip,Zerchesium Whip,A whip with an ice cold tip. Swings with a zip.,600,whip
xcodexlogbook,Codex Logbook,Use this to open your logbook.,0,Console
batterypack_erithian,Erithian Energy Pack,"This lovely piece of gear grants: Energy x1.1, +10% E. Regen, -5% E. Block, protection from electrical storms and a slight glow.",500,enviroProtectionPack
fusurvivorback,Type-S Survival Pack,"Grants +15% Health, +5% Energy, and a mild glow. Prevents proto-poison and blocks effects of electrical storms.",500,enviroProtectionPack
batterypack_morphite,Antimatter Energy Pack,"An advanced energy pack. Blocks electrical storms. Energy x1.2, +30% E. Regen, -15% E. Block, and a slight glow.",2500,enviroProtectionPack
funoobpack,Core Pack,"A very basic tank which provides 60s oxygen, a dim glow, and 10% cold resistance.",250,enviroProtectionPack
batterypack_protocyte,Protocite Energy Pack,"An improved energy pack. Immunity: proto-poison, electrical storms. Energy x1.15, +20% E. Regen, -10% E. Block, and a slight glow.",1000,enviroProtectionPack
batterypack_quantum,Quantum Energy Pack,"Extremely powerful energy tank. Blocks electrical storms. Energy x1.25, +40% E. Regen, -20% E. Block, and a slight glow.",5000,enviroProtectionPack
radienwaterwalk,X'ian Water Repulsor,Allows a X'i to walk on top of liquids.  +2 Gene production.,1,enviroProtectionPack
repulsorfieldback,Repulsor Field Pack,+20% Phys. and +20% Fire Resist at the expense of 20% Cosmic Resist. Great for warm climates such as deserts and rainforests.,500,enviroProtectionPack
slimebioluminescence,Slime Glow Growth,A bioluminescent light that matches a slime's body color. Defaults to bluish purple on non-slimes. Air supply.,,enviroProtectionPack
tw_spacesuitback,Spacesuit Airtank,"A tungsten-reinforced life support tank. Grants 5% to Fire, Ice, Poison and Electric Resists and an Oxygen Recycler.",250,enviroProtectionPack
fubeewings,Bee Wings,"A pair of giant bee wings. Increases air agility, reduces fall speed.",250,enviroProtectionPack
quiverbackairunique,Sniper's Quiver,+55% Airborne Damage (Bows),1400,enviroProtectionPack
lightningbackunique,Lightning Quiver,"+x2.5 Bow Speed, +5 Energy Per Shot (Bows)",1400,enviroProtectionPack
fuearphones,Hi-Fi Earphones,Listen in style. Perfect for Floyd.,,headarmour
herocowl,Hero Cowl,Hides your secret identity.,,headarmour
jokeglasses,Joke Glasses,Laugh it up.,,headarmour
midnightchest,Midnight Shirt,Dark as night.,,chestarmour
midnightpants,Midnight Pants,Dark as night.,,legarmour
fuoperativechestnpc,Operative Chest Armor,"Stylish, classy, and dangerous.",,chestarmour
fuoperativelegsnpc,Operative Leg Armor,"Stylish, classy, and dangerous.",,legarmour
sciencefuchestnpc,Arctic Parka,Capable of withstanding the harshest cold.,,chestarmour
sciencefuheadnpc,Arctic Hood,Fully featured gas filtration mask with built-in re-breather unit.,,headarmour
sciencefulegsnpc,Arctic Snowpants,Repels even the most extreme cold temperatures.,,legarmour
foolhead,Fool's Hat,Pity yourself.,300,headwear
macreadyhead,Wagner's Face,Did you cheat this in?,,armor
fuinvisiblehat,Hat of Invisibility,Hides the player and whatever they're holding. Good for screenshots.,,headarmour
funinjamask,Assassin Mask,Be a ninja. Life will improve.,,headarmour
funinjamask2,Assassin Mask,Be a ninja. Life will improve.,,headarmour
goggles1,Obliterator Goggles,Look good while obliterating reality. +5% Knockback Resist.,,headarmour
goggles2,Dr.Horrible Goggles,Raised goggles look friendlier. +5% Knockback Resist.,,headarmour
goggles2hylotl,Dr.Horrible Hylotl Goggles,"Raised goggles look friendlier, even if you have three eyes. +5% Knockback Resist.",,headarmour
cultcrown,Elder Crown,"A grotesque, bizarre crown of gold.
+25% Shadow Resistance.
+30% Energy Regen
Defense x1.15, Damage x1.2.
Immune: Caliginous Gas, Shadow Taint",,headarmour
mutaviskmask,Mutavisk Mask,Immune: Extreme Radiation,,headarmour
fuarmoredcultistback,Writhing Tentacles,"Well, these are cheery...and they increase energy and shield regen!",1000,enviroProtectionPack
duncecap,Dunce Cap,A wonderful hat for idiots.,5000,headarmour
ffskullcap,Skullcap,"


Dense head protection. Immune to stun.",40,headarmour
ffwizardhat,Wizard's Cap,Amazing energy production! Also lowers your rate of descent during falls.,5000,headarmour
fubeekeeperhead,Beekeeper's Hat,"Now you're protected from bees and honey. Well, just beestings actually.",2500,headarmour
fuhoodedmask,Hooded Survival Mask,Regenerative plating and some mystery. Fun!,2500,headarmour
kungfuheadband,Headband of Warriors,"Focus power, Daniel-san!",1000,headarmour
poptoptop,Poptop Cap,The height of fashion.,5000,headarmour
powerhelm,Cyborg Assassin Helm,A lethal piece of gear.,5000,headarmour
pumpkinhead,Pumpkin Mask,Call on Ichabod Crane!,5000,headwear
seekerhelm,Seeker Helm,High energy reserve. Immune to Insanity.,2500,headarmour
skullreaperhelm10,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm4,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm5,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm6,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm7,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm8,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm9,Mask of Nekron,Evil lurks within.,5000,headarmour
skullreaperhelm,Mask of Nekron,Evil lurks within.,3000,headarmour
skullreaperhelm2,Mask of Nekron,Evil lurks within.,4000,headarmour
skullreaperhelm3,Mask of Nekron,Evil lurks within.,5000,headarmour
starmasterhelm,Star Master Helm,Vengeance is sweet when you look this good.,1500,headarmour
targetinggoggles,Targeting Goggles,Helps all of your strikes really count.,2500,headarmour
trooperhead,Tactical Combat Helm,Built for frontline infantry.,2500,headarmour
trooperhead2,Tactical Combat Helm,Built for frontline infantry.,2500,headarmour
fuwitchhat,Witch Hat,Energy x1.3,10000,headarmour
woodenmask,Wood Mask,A mask. Made of wood. You really need this described? C'mon!,2500,headarmour
yogsotothhat,Yog-Sothoth Mask,An interpretation of pure malign chaos,15000,headwear
extragravityaugment,Slipstream Augment,An EPP module that negates the effects of liquids.,25000,eppAugment
